A,B
'Para telecirco violen y droguen mujer poco importante así prensa de mierda y machista',Agresivo
'Para corazón de mujer primordial ganarse alma resto dulce envoltorio viene añadidura…',NoAgresivo
'Paren de contestarle y darle importancia weona insufrible de Valdebenito serio tonta ni palos entiende No se gasten ',Agresivo
'Paulina @avvergar xq no paras tu show d 1 vez Llamas toooodo día mi todos días Hoy contesto mi sobrina de 9 AÑOS y le dijiste “maraca culia” no te da vergüenza enferma de mierda Y t cuento q d maraca no nada de culia MUCHO y x tú sabesjajajaj',Agresivo
'Pdta Michelle Bachelet Orgullo Mundial ',NoAgresivo
'pedirle Bachelet venga constatar derechos humanos Venezuela; pedirle satanás le haga exorcismo Linda Blair Exorcista',Agresivo
'Pelusa estúpida odio mi ',Agresivo
'Pendejo usted teniendo mujer maravillosa le aguanta defectos no cuida ni valora',NoAgresivo
'Pensar Suecia diputada debió renunciar comprar chocolate Toblerone de servicio jajajaja',NoAgresivo
'Peñailillo auto evacuación arreglenselas puedanno entender tanta ineptitud gobierno de Bachelet',NoAgresivo
'pequeña zorra no te mereces YoonGi puta barata no te conformas deberías dejar YoonGi paz no encajas YoonGi te vimos zorra más',Agresivo
'Periodistas preguntan Haitianos pasaron Chile Porque no le preguntan mejor les pareció iniciativa tuvo gbno de ex pdta Bachelet de traerlos y no darles vida digna gbno culpable de tanto inmigrantes llegó Vhile',NoAgresivo
'Pero igual Boric pastel y no se cabrea de darle material leseras de moto',NoAgresivo
'de MARACA no te quita nadie Andante tu país Tur bus pa q te saques xuxa inmigrante culia A281',Agresivo
'Pero favor señora @tv_monica hablar Muro de Berlín o hablar de judíos de 80 años atrás No se entiende programase supone MURO DE BERLÍN y genocidas Margot Honecker y Eric Honecker amigos intimos de Bachelet ',NoAgresivo
'Pero @tere_marinovic marido de vaca paridora no más Es vieja culiá facha más Aburrida',Agresivo
'Pero basta ver hechos  No hay peor ciego no quiere ver  ¿ Quién trajo  Bachelet  Ella responsable ',NoAgresivo
'Pero me recuerda al puta zorra guarra salida fácil insultar tía pues debate de wow casual Que putada mi me podrían decir puta casual jajajaja zorra casual no queda xD',Agresivo
'Perra asquerosa defensoras de delincuentes cómplice de degeneración K',Agresivo
'perra asquerosa delincuente robas tu país apoyando jueces y fiscales corruptos te vas arrepentir de carajo',Agresivo
'Perra asquerosa jajaja ojalá ud y mozo terminen cárcel ',Agresivo
'Perra asquerosa presa deberías estar tu acostarte Vladimiro dinero Y mejor cállate tebgo fotitos bonitas tuyas casa de chaclacayo se suponía estabas prisión domiciliaria Ladrona corrupta',Agresivo
'Perra asquerosa Y justifica q quemen fuerza pública justifica dañar patrimonio de miles de colombianos q se han jodido cosas y vengan terroristas vestidos de estudiantes destruirnos pagamos impuestos q defiendan vieja hijueputa',Agresivo
'PERRA CONCHETUMADRE TE VOY A SACAR LA MIERDA ',Agresivo
'perra culia te odio nose pudiste dejar nuestro hermoso bruno feo maraca fuck you perra culia hija de puta',Agresivo
'Perra culia y conchetumadre ojala te roben tu madre',Agresivo
'perra de mierda das asco zorra y aparte envidiosa personas tu dan asco y te metes co… ',Agresivo
'perra maldita sucia ahora maldigo dia le pedi fuera mi novia  maldita ud basura podrida asquerosa',Agresivo
'Perra rata asquerosa sólo de verla me da náuseas se atreve TRAIDORA mas q cadáver político',Agresivo
'Perra sarnosay suerte más me cae pésimoooo Nash”// jajajajajaja',Agresivo
'Perra zorra hipócrita envidiosa sisañosa culebra lacra puta piruja asquerosa doble moral pendeja gata chiflada mamona babosa llama atención cara de sapo y otra vez puta',Agresivo
'Perrie edwards mujer segura de misma ponga se ponga viste actitud mujer maravillosa y ustedes mugrosos critican se costado favor ',Agresivo
'PERRRRRRRRRRRRRRRRRRRRRRRRA Estoy segura negra culiá me hackeo facebook Maraca pendeja weoooooooooon',Agresivo
'Piden igualdad y respeto mujeres hay salen tweets Vengo dañarles día creen están buenas foto de mujer bella',Agresivo
'pinche puta asquerosa me das asco ptro puto mundo hija de pinche perra chingada ojala y te de sida',Agresivo
'Pinche vieja culera vara mides serás medido y chinguen madre no esté de acuerdo',Agresivo
'Pinera no mas chanta se atribuye leyes de Bachelet ',Agresivo
'Pinera no mas chanta se atribuye logros de Bachelet',Agresivo
'Piñera desempleo alcanzó 66% durante gobierno de Bachelet La Nueva Mayoría debería desaparecer (…) tasas de desempleo altas de hoy trabajadores viven permanentemente miedo” Hoy tasa de 73% Chile Vámonos',NoAgresivo
'Piñera está más preocupado de igualdad de género matrimonio homosexual de perseguir militares de blindar Bachelet y de velocidad máxima sea 50 Km/h ',NoAgresivo
'Piñera hijo de perra bastardo mal parido y puta te parió culo No podís conchetumadre',Agresivo
'Piñera les cortó contratos empresa informática no ni sitio web facturó mil millones de pesos al gobierno de Bachelet',NoAgresivo
'PODES DEJAR LAS REDES SOCIALES Y PONERTE A ESTUDIAR PELOTUDA ',Agresivo
'Podra haber bello atardecer luna coqueta vista hermosa y bellos paisajes nada se compara contemplar maravillosa MUJER cocinando familia',NoAgresivo
'Ponte seria maraca culia ya bueno tanta mentira  mas te comi al chancho boric ojala te metan presa perdon chancho boric ya hizo JAJA',Agresivo
'Por no países desarrollados europa mucha weona loca suelta vos',Agresivo
'favor dios mío está mujer maravillosa y hermosa dure toda vida neta amo chingos mi ex-sugrita ',NoAgresivo
'Por me copias puta barata',Agresivo
'Por tu diabla de mujer 🎶',Agresivo
'Porque ctm maraca perra ofrecía culia Que te operen y cierren choro de vez ',Agresivo
'Porqué no te vas cagar loca de mierda puta barata te crees ombligo mundo todos padecemos este país y nena pobrecita loca le tocó no culpa uña espécimen tu',Agresivo
'Preciosuras Pongamos nuestro amor y energías positivas @ddlovato Eres mujer maravillosa e infinita luz llegado más necesitado ',NoAgresivo
'Prefiero mechera tirarme de tercer piso loca de mierda',Agresivo
'Pregunta culia weona peeocupate primero de darle hogar tonta saco wea córtate vo zorra primero y después le sacas coquitos al perrito estupida de mierda',Agresivo
'Premio Nobel de Economía insistió Banco Mundial modificó cifras económicas de Chile perjudicando Bachelet y beneficiando Piñera Ahora éste Gobierno está sufriendo carne propiaLa diferencia Ahora paupérrimas cifras son',NoAgresivo
'Presidenta Bachelet anuncian Junaeb este 2015 dará 50% más de útiles escolares hijo se llevó ábacos y calculadoras',Agresivo
'Presidenta Bachelet promulga Acuerdo de Union CivilComienza reconocer igualdad de derechos programa avanzalas reformas se conquistan',NoAgresivo
'Presidenta Bachelet visitaría este viernes #Araucanía primera vez mandato POR FIN SE DESPAILO',Agresivo
'Presidente otra vez tratando de sacar pais de pobreza no empieza echar todos haitianos qe bachelet entro al pais  sólo objetivo de causar caos y pobreza nuestro pais sea firme políticas contra migrantes FUERA CON ELLOS',Agresivo
'Proponen entidades prevengan atiendan y sancionen acoso sexual contra mujeres transporte',NoAgresivo
'Propongo enviar tuits de solicitud de medicinas Sra Bachelet ver se da cuenta de nuestra crisis',NoAgresivo
'Prostituta Madre te parió semejante puta barata Grandisima coño e tú madre',Agresivo
'Pucha y me compré capa andar de súper maraca y suspendieron fiesta Así no se Voy guardar disfraz () ',NoAgresivo
'Pudrete hipócrita mentirosa roba fama pendeja de mierda se unió al grupo de jukilop…',Agresivo
'Pues digan digan mi actuación estupenda y mujer guapa',NoAgresivo
'puta barata 30 anda kilombo asi veo te rompen concha',Agresivo
'Puta fumona barata pides respeto mujer jajajajajaja q chiste',Agresivo
'Puta mujer de mierda inchapelotas busca webiarme',Agresivo
'Puta wea perra maraca y conchetumadre Creis q toy pal webeo Ah( @ChirimoJaz me dio permiso XD)',Agresivo
'puta nancy conchetumare siempre witreai jugosa culia aaaa te dai color sapa maraca',Agresivo
'puta pendeja zorra callate pinche barata cabrona',Agresivo
'Puta me cae mal maraca culiá de Sandra conchasumare mira cara de maldita todos perros culiaos',Agresivo
'putarraca siempre te metes Laury No le llegas tobillos puta barata quita marido',Agresivo
'Q le preguntar cuantos hombres has tenido pregunta super difícil ya perdió cuenta o t vas bañar quitarte curtido jaja puta barata',Agresivo
'Q perra desgraciados comunista igual al padre',Agresivo
'Qlq espero también BOBA ESTUPIDA maldita criatura',Agresivo
'Que alguien me diga favor cómo no enamorarme todos días de mujer bella y talentosa ',NoAgresivo
'Que alguien me explique claro Bachelet Porque pregunta dice no claro',NoAgresivo
'Qué aproveche macuca Que mañana vomitar de nervios echen perra asquerosa',Agresivo
'Qué Bachelet Fue humilde y le habló gente no está de acuerdo Gobierno pedirles unidad',NoAgresivo
'Que buena coreografía metiste sol Perez y estas re perra lpm 🤤',Agresivo
'Qué buena noticia Además de maravillosa periodista Lore de esas personas se merecen de sólo cosas buenas Es mujer admirable Me alegro muchísimo ella ',NoAgresivo
'Que bueno veo aquí Pdte Piñera ¿Se acuerda q gobierno d Bachelet usted decía coalición tuviera 66% de desempleo DEBERÍA DESAPARECER Bueno le cuento Ud ya 71% Así ¿Para tendríamos noticias suyas ',NoAgresivo
'Que bueno tienes instagram privado hueá tengas cerrada maraca culiá',Agresivo
'Qué cara dura hija de puta sos  chorra vergüenza ',Agresivo
'Que cuerpazo mujer jsbdjdbjsiaksjdjdjddjdudjdhhp porqué sos diosa bella hermosa Divina linda bomba siempre ',NoAgresivo
'Qué curioso estudio Agreguen Bachelet hijo periodistas de CNN Trump Maduro Lucia P Pamela Jiles etcétera',NoAgresivo
'Que descubrió además de mujer bella persona especial y profunda Que estupenda y aun más bella',NoAgresivo
'Que dicen ahora Bachelet y firmaron carta apoyando Lula contra Bolsonaro Esta claro izquierda chilena apoya masa corrupto Estamos esperando disculpas O se transformarán cómplices activos de corrupción ',NoAgresivo
'Que divertida huasa culiá tratando de maraca tuiteras de choro sociable ella tambien se pela tinder JAJAJAJAJA',Agresivo
'Que care raja guatona culia ajajaja',Agresivo
'Qué estúpida Yo honestamente No tú gracias colocar tu trasero todos lados perra Yo amo mi familia No tú perfecta zorra ',Agresivo
'Que feliz me compartir vos momentos mas hermosos y gran noche me enseñaste muchas cosas y espero jamas perderte',NoAgresivo
'Qué folle perra y mire gata',Agresivo
'Que frescos de raja gob de bachelet poniéndole logos gob ayuda enviada particulares',Agresivo
'Que ganas de sacarle mierda raquel mina re toxica y ahora metió leña bardo contra momoland lpm maduren hijas de puta',Agresivo
'Que gran orgullo ver pavimentación de ruta 7 al sur de Cerro Castillo obra periodo de Presidenta Bachelet inaugurará Piñera importante se está avanzand',NoAgresivo
'Que grato ver Presidente rexorriendo canales de TV explicando de Proyectos respondiendo y posesionado 100% Nunca vi Bachelet explicar algo sólo famoso Paso Felicitaciones Presidente ',NoAgresivo
'hermosa mujer q cuerpaso @dulce_eva_vip3 hasta mi novia le gusta hermosa mujer muchas cosas guapa',NoAgresivo
'QUE HIJA DE PUTA PONES LA QUE TE CONVIENE JOSEFINAAAAAA ',Agresivo
'Que honor y privilegio estar al lado de gran mujer Carmen Moreno secretaria Ejecutiva de CIM',NoAgresivo
'imbecil vieja culiá',Agresivo
'Que impresentable doble estándar de izquierda Chao carbón me parece no se debe olvidar nuestra carbonizacion de matriz energética impulsada Señora Bachelet',NoAgresivo
'Que intolerante raza de mujeres no concuerdas te tratan de weona maraca o no te bajan de tonta culiá Pero argumentos  Ninguno sí ni siquiera te dicen mira esto Nop',Agresivo
'Que internen SENAME Para escarmienteweona loca de patio o Excelentisimo Presidente de republica le regale pasaje Boing de Fach',Agresivo
'Que chilenas más lindas Mundo Mundial ',NoAgresivo
'Que le pasan esos pocos hombresque matan mujeres sabiendo nació de otra mujer bonito seriaVive y deja Vivir ',NoAgresivo
'Que le salió caro Boric alienarse Guiña par de veces',NoAgresivo
'Que les parece este Twitts de Dama Habla de Pacos DDHH ¿ pictwittercom/XqE0DyRBLv/ weona estúpida Nada +',Agresivo
'lindas venezolanas y chilenas apoyando mexico sepan mexicanas también',NoAgresivo
'QUE LOS DESTITUYAN YA',NoAgresivo
'Que me miras perra asquerosa padre',Agresivo
'Que medida más pelotuda gente está trabajando dignamente vista de guardias weones robando',Agresivo
'Que mierda de gente weona loca ahorca gatita y ahora apuñalan y queman perrita Justicia Nazi estas lacras de mierda Enfermos reQLS ojalá Twitter mo me cierre otra cuenta pedir Justicia Desamparados ya sean niños o animales',Agresivo
'mujer mas estupenda amiga estas quieres saludos ',NoAgresivo
'Que mujer mas hipócrita Michelle Bachelet La gente muriendo Venezuela y ella vigilando Presidente elegido 60 millones de brasileños  ¿ De qué DDHH habla juzgando de empiece gobernar Jair Bolsonaro  Vigile Maduro mejor  INCONSECUENTE Y SESGADA',NoAgresivo
'Que mujer más mentirosa',Agresivo
'Que mujer asombrosa anhelo algún día me brindes oportunidad',NoAgresivo
'mujeres espero se logren cosas buenas campaña ',NoAgresivo
'Que nadie te quite bella sonrisa mujer tu amor no cualquiera ni besos son objetos de deseos pasajeros ',NoAgresivo
'Que nadie te quite bella sonrisa mujer tu amor no cualquiera ni labios son objeto de deseos pasajeros Vive vida quién te de vida y recuerda siempre vas mejor realmente te ama ',NoAgresivo
'Que no se discuta más Aeropuerto Internacional Verónica Michelle Bachelet Jeria ',NoAgresivo
'Que no se olviden trajo haitianos Michelle Bachelet y marco de negocio económico/político  Se VOLUNTARIAMENTE les mintieron creando falsas espectativas',NoAgresivo
'Que onda piñera no sra bachelet tenía al país ruina se caía pedazos cuantos feriados hubieron 2017 1 menos no enfermos mentales',NoAgresivo
'paja leerte tonta weona',Agresivo
'Qué pasó disposiciones legales relacionadas o no diputado',NoAgresivo
'Que pena Penélope hable mal inglés mujer asombrosa',NoAgresivo
'Que perra estas',Agresivo
'Que perra perra perra mi amiga ',Agresivo
'poco le tomó Boric convertirse Girardi 4 años',NoAgresivo
'Que puta calienturienta eresmira terminar relación y al toque perra se busca revolcarseeso normal hombres mujer debe honor y dignidad y moral y tu no tienes zorra asquerosa',Agresivo
'Que rico entrar este domingo rede social y encontrarse delicia y estupenda mujer buen dia ti tambien',NoAgresivo
'Que se reúna quiera hay entender está enfermo psiquiátrico',Agresivo
'Que se vayan TODOS  delincuente Bachelet se encargó de traernos MILLONES de haitianos indeseables importación de miseria y enfermedades enriquecimiento cultural decía ella sólo vendedores de Super 8 micros o negros esquinas realidad ',Agresivo
'Que simpatica primera dama cuestionar politicamente Piñera ella dulce distinguida y preocupada gente  y hasta incomodo Sanchez y pasa Diana Jajaa',NoAgresivo
'Que te calles zorra zorra quieres denunciarme te doy mi nombre te sale coño puta zorra',Agresivo
'QUÉ TE PASA CON LA CATALINA MARACA CULIÁ TE VOY A VIOLAR POR LA NARIZ PERRA CONCHETUMARE',Agresivo
'Qué te vení pelar conmigo No veí ex común y juntas le alimentar ego y pensará comimos de despechadas Tonta weona',Agresivo
'Qué de malo querer mostrar mi cuerpo Tonta weona culia',Agresivo
'Que trauma macho nunca investigó feminismo de calificar qué feminista y no más mujer que…',NoAgresivo
'QUE WEA HABLAI TONTA WEONA SI LA GEMMA TE PEGA MIL PATAS EN LA RAJA ENANA CULIA GRITONA',Agresivo
'Que weona más desagradable Romina Salazar wn será obligatorio invitar weona tonta capítulo',Agresivo
'weona mas imbecil pamela diaz odio tipica weona se tonta pa chistosa y FOME IGUAL cant relate',Agresivo
'weona más tonta Pancha Merino Cómo invitan siempre se caga participantes rabia',Agresivo
'Que weona más tonta tal Rosemarie caga programa y al concursante Es completa vergüenza todas mujeres mina',Agresivo
'Que weona más tonta La comparación sólo venir de alguien cerebro Estúpida',Agresivo
'quería pasar piooooola Esa declaración ya tardía Se cayó violentamente Orsini y Boric',NoAgresivo
'Quería pasar piooooola Esa declaración ya tardía Se cayó violentamente Orsini y Boric',NoAgresivo
'Queridas Argentinas y Chilenas quiero decirles son lindas y geniales amo cariño Mexicana ',NoAgresivo
'Quien chucha parió mierda de mujer ',Agresivo
'Quien personaje mas indeseable de Chile Kena Karol Jadue Diaz Vallejo Matamala Sanchez Grau Jackson Boric Tellier Andrade tv Monica Bachelet Davalos Hertz Comenta',Agresivo
'Quien babosa de mrd Para quitarle tia paty junte millones de firma quiere tonta weona contrato rato se dar manso zorraso vea no sacaron odiosa rqla no ella sacaron conflictiva',Agresivo
'Quién financió viaje ',NoAgresivo
'Quien te dijo Esteban homofóbico Lo conoces acaso weona tonta',Agresivo
'Quiero sacar perra de mi vida al mismo quiero se quede ella',Agresivo
'Raro te metas nadie te llamado madre perra reculea conchetumadre anda ponerte hipogloss hoyo',Agresivo
'realmente mujer Techi peor gallinas no vergüenza madre mía contar delante de toda España cosas está contando peor perra no dignidad qué tía más asquerosa repugnante',Agresivo
'Recién hablamos Margaret Kivelson mujer encontró océano de lunas de Jupiter ',NoAgresivo
'recién me vengo enterando Bachelet está NY no se cargo Las estrellas de TV no están',NoAgresivo
'Recuerde distinguida dama papá estuvo y menos estos corruptos hizo Y de corrupción no escaparon tampoco',NoAgresivo
'Recuerdo crucifixión moral y social realizada FA al Ministro Larraín al asistir Harvard (a 1 junta)',NoAgresivo
'Recuerdo Florida caso de mujer queria tarjeta de identificacion salir velo',NoAgresivo
'Recuerdo Gob de Chile primer mandato de Bachelet austeridad conservaron imagen de gobierno de Piñera 2010 casi 9 años han bailado de ideología y gobiernos imagen misma Simple practica institucional sobrecostes Mucho aprender',NoAgresivo
'relata ilusión de conocer maravillosa mujer verla me flechó así más miré y supe mi',NoAgresivo
'Renuncia tonta weona Lo mismo debería soberano saco’e wea',Agresivo
'resulta ahora culpa problema de migrantes haitianos culpa Gobierno de Piñera La izquierda o izmierda sufre de pérdida intermitente de memoria El plan de Bachelet traer 3 millones de haitianos Chile de mutuo acuerdo Ban Ki-moon Entró 1 millón',Agresivo
'RETIRATE VACA SINVERGÜENZA CULIA',Agresivo
'RIP Amy Winehouse te extraño tanto aún no caigo te fuiste asombrosa mujer tenías voz maravillosa',NoAgresivo
'Rocío weona PARA DE MENTIR ASÍ SÍ NADIE TE CREE PATÉTICA CULIA',Agresivo
'ROSE MARACA CULIÁ ME ACUERDO DE QUE JACK TAMBIÉN CABÍA AHÍ Y ME DA RABIA TE ODIOO (',Agresivo
'RUMIANO DROGADICTO CHUMBEQUERO SAPO Y LA CONCHETUMADRE TE VAMOS A IR A QUEMAR LA CASA HIJO DE LA GRAN PUTA PERRA CULIÁ',Agresivo
'Saben ella no me cae les deseo de corazon mis lindas chilenas se diviertan al full concierto )',NoAgresivo
'Sabes parecen mas guapos hombres novia Porque zorra Ridícula',Agresivo
'sabi q no weona tonta desaparece y te pego',Agresivo
'Sabía Ud durante Gobierno de Michelle Bachelet Estado gastó sólo años US$ 289 millones salud vivienda y educación inmigrantes haitianos',NoAgresivo
'Sabía Ud cargo más importante y mejor remunerado país al no se le exige curriculum experiencia de diputado jaja',NoAgresivo
'Sacaremos algo patalear de Boric - Orsini Nada',NoAgresivo
'Sanciones Es broma Tan tibios políticos de derecha no ni brillo',NoAgresivo
'Sanciones Es broma Tan tibios políticos de derecha no ni brillo Pidan desafuero Pónganse pantalones',NoAgresivo
'SAQUEN A ESA VIEJA CULIA DE IQUIQUE  NADIE NECESITA A UNA VACA YETA ALLA',Agresivo
'Saquen luego Maduro favor Mientras venezolanos mueren de hambre falta de medicinas plomo llama invertir Petro Violacion permanente y sistemática de DDHH y ACNUDH Sra M Bachelet muda Que desgracia le caído Venezuela',NoAgresivo
'Sarnosa me tienes chata >(',Agresivo
'Se anuncia IMACEC de septiembre Producción industrial caída libre Sube desempleo Chile baja ranking Banco Mundial No no gobierno de Bachelet de Piñera de Tiempos Mejores',NoAgresivo
'Se come hasta servilleta maraca culia',Agresivo
'Se enluto ciudad y hoy se despide gran mujer entereza logro crear caminos y brindar mejor porvenir quienes rodearon',NoAgresivo
'Se filtra foto de persecución de Carabineros moto conducía Honorable Diputado Gabriel Boric',NoAgresivo
'Se han dado cuenta oposición encubrió malo hizo Bachelet y se están cargando al pdte Piñera Ahora está weviando termoeléctricasPirque cresta no encararon ella y actual gbno La cosa se trata de weviar y dejarlo mal pdte',Agresivo
'Se confundir señalando q #ReformaPensiones similar de Gob anterior NO ES ASÍ Bachelet proponía 5% administrado x org público y 40% de fondo solidario Piñera propone 4% administrado x AFP u otros y 100% capitalización individual Es inflar sistema actual',NoAgresivo
'Se le nota cara Bachelet está golpeada Su cara demuestra y no digo defenderla sino no disimular',NoAgresivo
'Se le vinieron años Bachelet cría cuervos y te sacarán ojos',NoAgresivo
'Se pronunció cuica comunista La le encanta socialismo ama manjares capitalismo; zorrona vive comunidad ecológica no quieren pobretones; clasista cree mundo quiere al club de polo',Agresivo
'Sé pesada sigo asimilar cuanto amo mujer y maravillosa',NoAgresivo
'Se mujer maravillosa mujer le dio color navidades Colombia y guió generaciones enteras hermoso camino arte teatro y de música Adiós Misi qué falta grande harás ',NoAgresivo
'Sea buen hombre todavía hay mujeres buenas Sea buena mujer todavía hay hombres buenos',NoAgresivo
'Seguimos pagando grandes cagadas de Bachelet Avión gratis pa devolver inmigrantes',Agresivo
'Seguramente admirada Sra Bachelet no pensó ddhh de estas personas beneficio personal y peguita se le venia Los haitianos le deben monumento',NoAgresivo
'Seguro tonta weona delincuencia empezó 11 de marzo y no existía',Agresivo
'Sentado calle solitaria se encontraba hombre esperando amante sintió cuerpo erizar se acercó bella mujer quizo mostrar dotes de don Juan Sayona mostró verdadera identidad y vida dejó ',NoAgresivo
'Señora dentrese no ve queda tonta weona y ignorante ',Agresivo
'mujer ya suficiente presión social mundo espera sólo cosas buenas de ti y nunca te equivoques vida “las mujeres no equivocarse mujeres deben darse respetar”',NoAgresivo
'Sería maravillosa sociedad así de igualitaria de momento números no mienten 8293% de miembros TS son hombres y jamás sido presidido mujer',NoAgresivo
'Sería más bueno preguntarse porqué Bachelet utilizó pobre gente ganarse puesto ONU Hizo inmigración totalmente ilegal y ustedes miraron lado Ahora se lamentan Cinismo e hipocresía se llama  ',NoAgresivo
'Sería mejor preguntárselo Michelle Bachelet En qué se basó traerlos masivamente qué les ofreció qué requisitos debían cumplir y incógnita quién les pasaba esos misteriosos sobres amarillos y qué contenían Favor responder vía ',NoAgresivo
'Shuper revolucionario este boric',NoAgresivo
'Si asumir cargo ya Bachelet declara vigilar de cerca Bolsonaro y Nicaragua ni Venezuela hemos visto',NoAgresivo
'Si alguien quiere cómo Viernes Santocuando todos negaban Jesusles digoes hoy todos niegan Bachelet CALBUCO',NoAgresivo
'Si Bachelet sale presidente Entonces está comprobado cientificamente hueones',Agresivo
'Si creías haberlo visto Hoy aparece amiga de Bachelet Dilma Rousseff pegarle Bolsonaro Sí misma destituída de Presidenta corrupta misma acaba de perder paliza elección senatorial misma amiga de Lula da Silva preso corrupto ',NoAgresivo
'Si despide pte Piñera está mal despide pte Bachelet está ',NoAgresivo
'Si parlamento deja SANCIÓN está grave falta Chile directo al ABISMO ',NoAgresivo
'Si elección fuera este domingo Bachelet 604% Golborne 123% 82% Allamand Meo 77% y 51% Parisi // Tamos más pedíos q Chuck Berry',NoAgresivo
'x  Piñera no le mete mano al Chileno Bachelet nepotismo experiencia y titulado gracias empresario tienes comer violadores d DDHH históricamente sido Izquierda Reo día q se compruebe responderá Asume q tu Presidente',NoAgresivo
'Sí mujer tú de y no mentira déjame decirte ERES COMPLETAMENTE MARAVILLOSA Y HERMOSA TE AMAMOS DEMI ',NoAgresivo
'Si licencia ilegal cobro de asignaciones Y alojamiento esto delito más',NoAgresivo
'Sí hay mujeres buenas y honestas sólo son tesoro deciden ignorar',NoAgresivo
'Si Concertación toma todos Wikileaks ahora Bachelet llamo inestable Cristina K',NoAgresivo
'Si legalizan aborto esas negras promiscuas se pasarían cogiendo y…',Agresivo
'Si me encuentro calle conchasumadre de Scarlett Yamilet nombre de flaite y maraca patear suelo hasta se rían santos maldita hija de puta #JusticiaParaEmma pictwittercom/GplPlEyiyV',Agresivo
'SI ME PILLO A LA MARACA CULIA DE KAYSER EN LA CALLE LE PEGO UNA PATA EN LA ZORRA',Agresivo
'Si misiá Bachelet hubiese tenido este desastre de cifras económicas fachosculiaos ya hubiesen hecho golpe de Estado',Agresivo
'Si no molestaran tanto adornaría belleza femenina (más) calles de nuestro país Hay mujeres realmente bellas acá',NoAgresivo
'Si no digo reviento tiparraca de zanahoria PUTA BARATA le pase se mas merecido Empezo puteando kiko R y hasta no pilló Jese no paró asi jodete y cuida tu hijo no KARMA sra PUTA ',Agresivo
'Si no se respeta mujeres buenas habrá conseguirlo malas',Agresivo
'Si Palma Salamanca fuera inocente o juicio se hubiera violado derechos haber pedido indulto',NoAgresivo
'se están haciendo retro farándula acuérdense Kenita ka despedida chino y Jordi Castel al comerciales quedó micrófono abierto y dijo “Ahí maraca”',Agresivo
'Si tanto me amas CONTESTAME A WSP maldita perra',Agresivo
'Si te fijas no han habido dictadores mundo xq serlo se necesita rasgos psicológicos  Bachelet d Chile no pudo serlo ni Mujica d Uruguay ni Rafael Correa de Ecuador pesar de comunistas y apoyar Chávez Pero AMLO sí perfil',NoAgresivo
'Si tienes mujer maravillosa te ayuda balancear tu mundo no perfecta serlo ti duro te reir llorado contigo tu mejor amiga quisiera envejecer tu lado; cuidala mucho ina bendición',NoAgresivo
'Si tonta weona y ibamos tapar tu sabana inmunda Mujer de mierda insensible Asi detras hay familia detras de Camilo tbn hay familia y hijo de 6 años q quedado padre',Agresivo
'Si tu mujer asombrosa habilidad de llegar justo te pusiste jugar play3 y pensar has jugado dia estas jodido',NoAgresivo
'Si mujer siempre razón ¿qué pasa mujeres discuten',NoAgresivo
'SI Una dama todas letras Culta distinguida y dudas excelente compañera Sr Presidente Hermoso verlos juntos',NoAgresivo
'Sí mujer más bella celebrada familia Una mujer maravillosa corazón de oro',NoAgresivo
'Si yegua hija de puta preferiría mil veces mis impuestos fueran hospitales policías o escuelas y no vos te pavonees negra barata sos LA PUTA QUE TE PARIÓ ',Agresivo
'siempre detrás de hombre supuestamente piensa existe maravillosa mujer inmensa sabiduría ',NoAgresivo
'Siempre será gusto estupenda Mujer y querida ',NoAgresivo
'SiendoSincero creo Bachelet no sirve Presidenta',Agresivo
'Siento corazón latiendo más fuerte chucha Me está dando algo Maraca culiá cómo Y mi segundo libro favorito Es mato',Agresivo
'sigan dejando mujeres buenas y fieles culitos te menean ti amigos y mil mas',Agresivo
'Sigan dejando mujeres buenas y fieles culitos te menean ti panas y otros más',Agresivo
'Sigo preguntándome te depilas piernas- Bueno Menos mal no iré',NoAgresivo
'Sigue langueteandole escritorio tu jefe Niega tu finiquito weona tonta',Agresivo
'Siguen apareciendo sorpresas desastroso gob de Bachelet ',NoAgresivo
'Sigues opinado ignorancia y prejuicios tonta weona La insultó primero fuiste tú y te das de dama Me tratas de facho “pobre” y corta colas tú Me dices maltratador de animales foto Hazte ver o hazte paja haz algo tu salud mental',NoAgresivo
'silvina maraca y andai tirándole mala lis y vo aún andai llorando Ignacio hasta loca culia',Agresivo
'Simple desaforo y fuera parlamento junto polola Una verguenza',NoAgresivo
'Sin duda más jodidamente afortunado primero nada haber encontrado mujer maravillosa quién compartir mi vida mis sueños',NoAgresivo
'Sin bono bachelet sindicatos pc de cut harán protesta estos 4 años aunque elecciones sean ilegales ',NoAgresivo
'Sinéad O’Connor abjuró catolicismo según ella se sometía mujer',NoAgresivo
'Sobre bachelet amiga de asesinos y dictadores De ladrones también ',Agresivo
'Sol Perez se pone short se le ve mirad orto y re diosa otra se pone short asi y puta barata dio miop',Agresivo
'Solo digo Verdeliss sido gran concursante y no contenta ello fuera colaboradora maravillosa Que @ghoficial valore mujer y suba días de visita Guadalix ¡Todos queremos ',NoAgresivo
'Solo quiero decir conozco @natijota haber trabajado ella MUCHÍSIMO talento excelente compañera y mujer maravillosa',NoAgresivo
'Solo programa mierda panelistas malos (la salva Raca) darle pantalla weona loca vieja de mierda BIENVEMIERDA',NoAgresivo
'Somos wnes chilenos Teniamos al mejor dt mundo y echamosY bachelet 2 veces presidenta Solo chilito',NoAgresivo
